coordinate,in_range
"(119.98827529332686, 29.92902856596738)",False
"(119.9878640446781, 30.05457856671541)",False
"(119.93901401664044, 29.98656656205773)",False
"(119.9459047862588, 30.0)",False
"(120.02341288387231, 30.01462095051621)",True
"(120.00386765601144, 30.07098479056822)",False
"(120.05139993213838, 30.00749784180792)",False
"(119.98524305611492, 30.05244326904922)",False
"(119.95405781334539, 30.00333758960609)",False
"(120.0521693826894, 29.97614929109682)",False
"(120.05772555118993, 30.01711428135824)",False
"(120.0457401776008, 29.97096404410507)",False
"(119.95371825875971, 30.01019452117622)",False
"(120.02129953967662, 30.05226616407955)",False
"(120.04487970683171, 29.96711236425737)",False
"(120.02091845550969, 29.93899256606662)",False
"(120.0287115216239, 30.06030546416402)",False
"(120.05564317584437, 30.01225657287855)",False
"(120.04948339697752, 30.03141215901498)",False
"(119.955820644904, 30.04790526434971)",False
"(120.03854479940894, 30.0368199721103)",False
"(119.9827343523653, 30.05035423656889)",False
"(119.976670997878, 30.06803765005642)",False
"(119.94987727838877, 29.97708498009835)",False
"(120.0552540447891, 29.96492462225412)",False
"(119.97050611265867, 29.97427711176937)",True
"(120.03503078417177, 29.94432526138004)",False
"(120.06066584475275, 30.0133629207206)",False
"(119.95948505712522, 30.0387019543382)",False
"(120.00682652605063, 30.06239715102607)",False
"(119.97852937693504, 30.0526859793705)",False
"(120.03670562052969, 30.03079377835235)",False
"(119.97131634244556, 30.04558719351464)",False
"(119.94911119577564, 30.03729107373595)",False
"(120.01874067133663, 30.02581649740304)",True
"(119.97032581498549, 29.93767256488771)",False
"(120.051328127729, 29.96741680222768)",False
"(120.05440387816165, 30.00793603522851)",False
"(120.04239942402182, 29.97308476113468)",False
"(119.95022656990284, 29.97724466859368)",False
"(120.05052646014526, 30.00367062607361)",False
"(120.02319092345287, 29.94309263820968)",False
"(120.0546864465027, 29.97028552710101)",False
"(119.99270213667904, 29.93329463969991)",False
"(120.0038158778257, 30.07003448276957)",False
"(120.01568072283018, 29.92947968623543)",False
"(119.94609164420486, 30.0)",False
"(119.96964726504083, 29.9447726857121)",False
"(119.94911842802674, 30.04268653756437)",False
"(120.06209347171821, 30.01367738540885)",False
"(120.04837482823321, 29.96929156263313)",False
"(120.03622123347417, 29.94944264942501)",False
"(120.05854228655915, 29.98710483737133)",False
"(119.95640975230872, 30.02368523311566)",False
"(120.02581357691408, 30.04696823950283)",False
"(120.02781986477622, 29.95578564007405)",False
"(119.97528175624734, 30.06065519740566)",False
"(120.04340031106798, 30.02358202899459)",False
"(120.04653181299963, 29.99321228339431)",False
"(119.97761177522027, 29.94506235122667)",False
"(120.0, 30.07262267536976)",False
"(120.04283305429199, 29.94733114085059)",False
"(119.99624719887947, 29.93112319172214)",False
"(120.04821573799394, 29.95954993465702)",False
"(120.03054303610216, 30.0555735704341)",False
"(120.04705359561805, 29.97443291928423)",False
"(119.99693631083008, 30.03250748258346)",True
"(120.04902633294905, 29.99284840128028)",False
"(119.9518297146336, 30.02202240844782)",False
"(120.05087321659018, 29.96770558072518)",False
"(120.05337262814331, 30.03911120809202)",False
"(119.96043677834503, 29.97488518804932)",False
"(120.04903070959257, 30.04113377684028)",False
"(120.05353415989698, 30.02008521100628)",False
"(119.95362233264629, 29.99663077376621)",False
"(119.95909889276462, 30.01087811020723)",True
"(119.96322554904029, 29.95478098842333)",False
"(120.04240733685364, 30.03107589477995)",False
"(120.05267480778674, 29.98023720497066)",False
"(119.99232112573216, 30.07018795121359)",False
"(120.00317885542755, 30.05834293073213)",False
"(120.0212427919908, 29.93804665796962)",False
"(119.9650688768671, 30.05551634643949)",False
"(120.04125333171896, 30.02241544451596)",False
"(120.02615653298575, 29.93581543706852)",False
"(119.94573650494381, 29.9655534251986)",False
"(119.97294246836839, 29.95699722295952)",False
"(120.04827735862541, 30.03537741881966)",False
"(119.96150497501662, 29.97179102875373)",False
"(120.05299883664186, 30.02422991723859)",False
"(120.0445888323736, 29.99499194044453)",True
"(120.03473094312861, 29.94480180143188)",False
"(120.01811591387933, 29.94716601239399)",False
"(119.96889304484769, 30.05659963067733)",False
"(119.98522076381369, 29.93353390756617)",False
"(119.98294130997235, 30.06062322102154)",False
"(119.96504604051361, 30.04878849818843)",False
"(120.049802070916, 29.98523484598571)",False
"(119.94733070832106, 30.0334345713205)",False
"(120.00282077805612, 30.05177097936357)",False
"(120.02025420745436, 29.94092980609529)",False
"(120.02085298287489, 29.93918351312007)",False
"(119.98492807725799, 30.06778238046248)",False
"(120.04009614680544, 29.9506965276365)",False
"(119.96645315674985, 30.04125024449586)",False
"(119.95827669730224, 30.03057463780343)",False
"(120.01185931897935, 29.9768021400797)",True
"(120.01670204733949, 29.95128947024104)",False
"(119.95146525454305, 29.96919004686081)",False
"(120.04608040348349, 30.04996663951794)",False
"(120.02396675306349, 30.05881114179411)",False
"(119.97038591715506, 29.99748682452475)",True
"(119.9540280976099, 30.03856762403707)",False
"(120.023329002122, 30.06803765005642)",False
"(119.98745940224627, 30.05639834961472)",False
"(119.95667857812836, 30.04697497648519)",False
"(119.98265533297015, 29.94941530805515)",False
"(120.05421183446703, 30.02033946430472)",False
"(119.97491445166793, 30.06155651272543)",False
"(119.94837529375614, 30.0193688127364)",False
"(120.02987167860049, 29.94564797588768)",False
"(120.01456657421882, 30.06550969591843)",False
"(120.02015212574602, 30.04945056685661)",False
"(119.94662737185669, 29.96088879190798)",False
"(120.02868365755444, 29.95441280648536)",False
"(119.98982867457892, 29.93843141911596)",False
"(120.04580809982592, 29.97510967291019)",False
"(119.97441187349058, 30.04655802868095)",False
"(120.0281933024893, 30.04480786782358)",False
"(119.97475091776798, 30.01114390587921)",True
"(120.05165039306337, 29.98862292101088)",False
"(120.00670942429105, 29.93867320542234)",False
"(119.99710956261372, 29.9469505323356)",False
"(120.05735465109974, 30.0)",False
"(119.95005075935103, 30.02714046079984)",False
"(120.0305665148895, 29.95142036448137)",False
"(119.96413691604289, 29.95590163370738)",False
"(120.01867654297608, 29.93362724857993)",False
"(119.98517790372799, 30.05267480778674)",False
"(120.02326967044841, 29.94289940382751)",False
"(119.93836208856318, 29.99552215365587)",False
"(120.0, 29.93296487186104)",False
"(120.01671634036038, 30.0594065778026)",False
"(119.9827343523653, 30.05035423656889)",False
"(120.02544755186703, 30.06244482000544)",False
"(120.0, 29.93625697318421)",False
"(119.9853742315522, 29.94802290259195)",False
"(120.02404295914789, 29.94100185887296)",False
"(120.02456978448936, 29.93970910136944)",False
"(120.05788931194786, 29.98283716739143)",False
"(119.94367631888827, 30.03060408205319)",False
"(120.03797722796371, 30.0153902225614)",True
"(119.97482576783646, 29.99014135106773)",True
"(120.00740566625323, 30.06769072178493)",False
"(119.98281373507376, 30.05012272161123)",False
"(119.99708216449044, 30.0535523174621)",False
"(120.03195877001733, 29.96070249986947)",False
"(119.96670399811484, 29.94708236638504)",False
"(119.95705580729232, 30.02726105911275)",False
"(119.98682834443795, 29.94076361829147)",False
"(119.93972909623938, 30.0226127359036)",False
"(120.0227931079428, 30.05593117680987)",False
"(120.05491141586496, 30.00398918258341)",False
"(119.97535587408662, 29.93952667765866)",False
"(119.94018051680955, 30.01773508342358)",False
"(120.01081292258199, 29.93454773384773)",False
"(119.95139192353639, 29.97358827528355)",False
"(119.95819025871158, 30.04533580683697)",False
"(120.0245807274077, 30.05162917504783)",False
"(120.01377383129233, 30.0619445235398)",False
"(120.00753299362654, 29.93114545560848)",False
"(119.96945696389784, 29.9444264295659)",False
"(120.02542373884046, 30.0533998299234)",False
"(120.00742703907184, 29.93211392219045)",False
"(119.95158524608054, 30.00706238609576)",False
"(120.05458613622045, 30.00796262168566)",False
"(119.97213547355426, 30.05069997684138)",False
"(120.05268597937051, 30.02862749741994)",False
"(119.94538003043036, 30.02497106401013)",False
"(120.05273521767262, 30.00769262338228)",False
"(120.0244204227132, 30.05992438521205)",False
"(119.96687871533088, 29.95927303560486)",False
"(120.00389839283399, 29.92845108301908)",False
"(119.98830555068486, 29.92921171836054)",False
"(119.98165903508331, 30.05349033559916)",False
"(119.9423609439841, 29.9783746937561)",False
"(119.99272388892808, 30.06650653613116)",False
"(119.95129674180023, 30.00353817482769)",False
"(120.06082612467476, 29.98660177427541)",False
"(119.977613213146, 29.95297896119699)",False
"(119.95607943833376, 30.04195517632514)",False
"(120.04660737529655, 30.01748638568498)",False
"(120.00677992805853, 29.93802877307193)",False
"(120.03184331638184, 29.94206054761938)",False
"(119.97047781266177, 29.95308012359969)",False
"(120.05296417844812, 30.0)",False
"(120.00375280112053, 30.06887680827786)",False
"(120.05647016687567, 30.0306836766793)",False
"(119.94137811533375, 29.99144867319034)",False
"(120.03565078469775, 30.04976112206458)",False
"(119.94873010693827, 29.98076430782895)",False
"(119.99209732362125, 29.92776640887953)",False
"(120.00355686579148, 30.06528072107275)",False
"(119.98288491745481, 30.06082362891038)",False
"(119.94657295128832, 30.00388134687199)",False
"(120.01239040553628, 29.94427710408812)",False
"(119.94697977993658, 30.01989238851646)",False
"(120.05511574047307, 29.98785960578971)",False
"(120.0557338880935, 29.96971638837005)",False
"(120.04787066252042, 30.00347768874969)",False
"(120.01686499800154, 30.04918576569332)",False
"(119.9398962796035, 30.0)",False
"(119.94364329986105, 30.00409417901745)",False
"(120.03506306323013, 30.04311463586102)",False
"(119.99660333342514, 30.06234051444431)",False
"(119.95761082353448, 30.05212305313326)",False
"(120.02078730402552, 30.06062493841396)",False
"(119.98174086264405, 30.06488937414291)",False
"(120.05074359226144, 29.98495570683712)",False
"(120.04239942402182, 29.97308476113468)",False
"(120.01826625599143, 30.0532724514528)",False
"(120.04945502823641, 29.96375959048976)",False
"(120.06029237183937, 29.98212471610675)",False
"(119.97463932801708, 29.9538558286745)",False
"(120.0381178877817, 29.96802141550339)",False
"(119.96492894149387, 29.95104805579867)",False
"(120.04175605396496, 29.96496921582824)",False
"(120.03033754900723, 29.95178426200606)",False
"(120.05114051294315, 29.95709622674481)",False
"(120.02515836575179, 29.93826480326236)",False
"(119.94565319045346, 30.01611256316015)",False
"(119.95510268889217, 29.97560455982296)",False
"(120.0320247612486, 30.05826959438254)",False
"(119.9466001700766, 30.03389831845395)",False
"(120.05772581620542, 29.9736090103517)",False
"(120.02822644295708, 29.9853551887149)",True
"(119.95746529540455, 30.04063133447158)",False
"(120.00382628951716, 30.07022557311866)",False
"(119.95317470822731, 30.04472992371383)",False
"(119.96477073954208, 29.94400982124316)",False
"(120.05606164004054, 30.01662097045901)",False
"(120.04381372656036, 30.0475088001728)",False
"(120.04652389473829, 29.97472073799331)",False
"(119.9855625264743, 30.0649290963195)",False
"(120.02952218733823, 29.95308012359969)",False
"(120.04032043558783, 30.02954662345654)",False
"(119.97810751691328, 29.9462788336982)",False
"(120.05397714215997, 29.96573520258777)",False
"(119.96480233718385, 30.04328014370898)",False
"(119.9415423337967, 29.99575319083998)",False
"(119.9833780692535, 29.9657952752186)",True
"(120.00576946753671, 29.94726478232738)",False
"(120.05734122343395, 30.0311569746928)",False
"(119.94997097977493, 29.99270213667904)",False
"(119.95405417185637, 30.02100543490985)",False
"(119.9675260616783, 29.94091312034086)",False
"(119.95946931955163, 29.97427104327926)",False
"(120.05141625111104, 29.97206242317954)",False
"(119.94601153080623, 29.99607786727731)",False
"(119.94867347376848, 29.97653462676667)",False
"(120.04854069972154, 29.98930789598752)",False
"(119.9799388549703, 29.95077268740708)",False
"(120.01877944481811, 29.93326155572181)",False
"(119.95339262470345, 29.98251361431502)",False
"(120.00959782434921, 29.94190290839279)",False
"(119.96177099494477, 30.00159039572892)",True
"(120.03995301650284, 29.97463774550309)",False
"(119.93939470995852, 30.0)",False
"(120.04300375028073, 30.0196603807984)",False
"(119.99133329420347, 29.94753911071159)",False
"(120.02033286591815, 30.04989407857731)",False
"(119.96014041069749, 30.04901259388172)",False
"(120.04707023362838, 30.03449284336227)",False
"(120.02744548714037, 29.95006247225745)",False
"(120.04231963502595, 30.04588870296309)",False
"(120.02705753163161, 29.95699722295952)",False
"(120.00649332147921, 29.94064847068716)",False
"(119.97319535189817, 30.04877151028029)",False
"(120.0096713719715, 30.05854228655915)",False
"(120.0465430038201, 30.03904674332722)",False
"(119.94511885827824, 30.0205905783124)",False
"(119.98281373507376, 30.05012272161123)",False
"(119.95173303705936, 30.02622637698988)",False
"(119.9447237202151, 29.99598431092842)",False
"(120.04221084596986, 29.99566678677611)",True
"(120.03981283533011, 30.03340054217971)",False
"(119.94987296477701, 30.00364160881157)",False
"(120.02326967044841, 29.94289940382751)",False
"(119.9553938834797, 30.01673554351474)",False
"(119.95949306403477, 29.95607687185125)",False
"(120.05454834475644, 30.03462739795879)",False
"(120.02082914853479, 30.03405208273862)",True
"(120.06193647153847, 30.01364280283668)",False
